#;Hasomed RehaGait raw measurement data file;
#;Contains sensor calibrated raw values;
#;File version;3;
#;App version;1.3.16;
#;App type;36;
#;Patient ID;-1;
#;Patient name;COKI10367;EJ;
#;Patient date of birth;1942-12-25 00-00-00;
#;Patient age at measurement date;78,500000;years;
#;Patient body height;174;cm;
#;Measurement date;2021-06-01 14-59-35;
#;Sensor serial;1824;Sensor position;0; Sample rate;100;
#;Sensor serial;1825;Sensor position;1; Sample rate;100;
#;Sensor serial;1826;Sensor position;6; Sample rate;100;
#;Accelerometer data unit;Metre per second squared;
#;Gyroscope data unit;Degree per second;
#;Magnetic field data unit;Gauss;
#;Examiner;EJ;
#;Patient-ID;COKI10367;
#;Patient trial time;1;T1;
#;Assessment type;17;StraightWalkNormalPace;
#;Tool type;0;None;
# Sample number;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Init algo done;Pause;
1550;0;-0.3145;0.4196;9.8748;26.7079;9.5393;-7.9707;0.2622;1.0403;-0.3015;1;1.7927;2.3891;24.8576;153.7771;-389.2863;12.5385;0.3062;-0.2642;-0.9126;6;8.7756;3.2138;0.9701;-31.6453;-5.4485;0.1351;-1.8550;-0.5397;-0.1068;1;0;
1551;0;-1.1438;2.2774;10.7125;16.7656;2.2520;-19.5675;0.2750;1.0366;-0.3844;1;4.9973;4.6977;27.9746;143.9426;-390.2294;15.0910;0.2702;-0.2642;-0.8826;6;8.8837;3.3272;0.6861;-27.5102;-5.6339;6.7085;-1.8218;-0.4623;-0.1037;1;0;
1552;0;-0.6513;2.6606;8.0312;45.0975;6.6793;-16.9670;0.2964;1.0570;-0.3157;1;2.8161;1.1773;24.3448;200.9664;-400.1438;10.9742;0.2221;-0.3242;-0.8706;6;8.6012;3.1570;0.7380;-19.5261;-3.3382;14.2926;-1.8218;-0.4623;-0.1037;1;0;
1553;0;-0.7315;1.8749;10.1994;8.5979;4.2713;-18.1602;0.3098;1.0922;-0.3638;1;-1.2845;2.2831;25.6763;215.3062;-384.1737;21.7354;0.1741;-0.3302;-0.8345;6;9.1223;2.4174;1.2619;-14.9387;-2.4174;24.3943;-1.8069;-0.5195;-0.1052;1;0;
1554;0;-0.5647;1.9425;9.4427;19.8359;5.4814;-17.5985;0.2724;1.0737;-0.4000;1;-2.9968;-2.1968;13.3846;199.6119;-403.8277;25.3556;0.1381;-0.3542;-0.8045;6;9.7472;1.9048;1.2729;-17.4944;-3.2590;30.0560;-1.8374;-0.4435;-0.1034;1;0;
1555;0;-0.8018;2.3485;9.6669;13.1703;5.3675;-13.9498;0.2220;1.0395;-0.3707;1;-6.6150;-13.9502;-18.7108;347.9839;-275.5740;-11.7398;0.1141;-0.3843;-0.7505;6;10.3256;1.5634;1.8554;-21.1650;-3.6467;31.6374;-1.8391;-0.5394;-0.1064;1;0;
1556;0;-0.5662;2.2351;9.3806;11.6551;5.3397;-11.1635;0.2583;1.0574;-0.3513;1;-20.0325;-7.0293;-6.6988;37.6987;-171.0804;6.2055;0.0901;-0.4263;-0.7205;6;10.7170;2.1314;1.5770;-18.0838;-3.0758;30.0136;-1.8065;-0.5188;-0.0696;1;0;
1557;0;-0.5103;2.2963;9.1473;4.9286;5.3786;-7.6645;0.2776;1.0767;-0.3161;1;-8.5724;-2.5640;6.1902;18.5189;-64.0058;-28.9495;0.0781;-0.4443;-0.7085;6;11.3485;2.1878;1.9891;-12.7366;-3.8174;28.6494;-1.8056;-0.4244;-0.1377;1;0;
1558;0;-0.8737;2.4150;9.0227;4.1580;5.6339;-5.0044;0.2562;1.0562;-0.3848;1;-5.3598;-7.6754;9.0396;-59.1336;15.4315;-50.0127;0.0720;-0.4443;-0.6724;6;10.7886;1.8476;2.3791;-11.1187;-1.4450;26.6229;-1.8372;-0.4432;-0.0856;1;0;
1559;0;-0.6817;2.5234;9.6668;1.8560;6.4042;-4.8358;0.3108;1.0928;-0.3470;1;-7.7402;-5.4350;7.5401;47.0675;27.8107;-72.3991;0.0781;-0.4383;-0.6844;6;10.8016;2.3031;3.1234;-8.5788;0.9729;19.2844;-1.8376;-0.4439;-0.1211;1;0;
1560;0;-0.2092;2.1208;9.1548;3.6443;6.2083;-4.8318;0.2761;1.0372;-0.3676;1;-3.4938;-3.4268;8.1578;-11.0901;15.9217;-76.3494;0.0781;-0.4443;-0.6484;6;10.7283;3.0418;2.2645;-3.4676;4.0424;6.8040;-1.7891;-0.4230;-0.0840;1;0;
1561;0;-0.5018;2.2321;9.6153;0.0067;6.1992;-4.1405;0.2593;0.9807;-0.3872;1;-5.4340;-5.4625;2.2555;23.6196;13.5603;-88.9802;0.0901;-0.4443;-0.6364;6;11.0835;2.9851;3.0720;4.0686;6.6410;1.7136;-1.7736;-0.4418;-0.0843;1;0;
1562;0;-0.0871;2.4110;9.2701;1.6709;5.4794;-3.3774;0.2580;1.0379;-0.3686;1;-7.4484;-5.2887;1.7491;-49.1539;36.6318;-84.8199;0.1081;-0.4383;-0.6244;6;10.1114;3.0429;2.6537;8.6790;7.9256;3.3989;-1.8216;-0.4620;-0.0859;1;0;
1563;0;-0.6233;1.5333;9.5051;2.8806;5.7355;-3.2947;0.2792;1.0389;-0.3173;1;-6.7694;-4.1276;4.4611;-58.3330;69.8492;-83.6121;0.1141;-0.4503;-0.5944;6;9.8868;2.7020;2.7637;10.7274;8.6265;5.4634;-1.7900;-0.4617;-0.1030;1;0;
1564;0;-0.2021;2.4075;9.5600;0.8602;5.7689;-1.6387;0.3132;1.0362;-0.3488;1;-6.5478;-2.9215;4.1780;-69.1467;98.4469;-75.2710;0.1081;-0.4443;-0.6004;6;9.4832;1.9629;2.3552;11.4788;7.0251;8.9003;-1.8215;-0.4432;-0.1030;1;0;
1565;0;-0.2688;2.4703;9.2078;0.9183;5.4327;-1.4622;0.2562;1.0562;-0.3848;1;-5.3401;-2.3471;4.4966;-82.3649;121.3704;-62.6730;0.1381;-0.4443;-0.5764;6;8.9129;2.4753;2.2307;10.0325;8.0566;9.1362;-1.7896;-0.4610;-0.0675;1;0;
1566;0;-0.8119;2.7636;9.1362;-3.1275;5.3300;-1.2598;0.2230;1.0401;-0.3539;1;-5.6904;-1.7152;4.1999;-93.7853;143.8790;-50.0209;0.1501;-0.4443;-0.5764;6;9.7603;2.2466;2.0172;8.5490;6.7588;8.3713;-1.8047;-0.4041;-0.0837;1;0;
1567;0;-0.9377;2.1262;8.7917;-7.6853;6.3548;-1.5802;0.2246;1.0024;-0.3551;1;-4.9370;-1.5419;4.6837;-99.9711;166.5288;-37.7992;0.1561;-0.4263;-0.5704;6;10.0911;2.5302;1.5086;8.4164;2.0853;9.5362;-1.7900;-0.4432;-0.1380;1;0;
1568;0;-0.2416;2.7431;10.7225;-15.6311;8.9098;-3.3625;0.2039;1.0403;-0.3717;1;-4.3504;-1.1944;5.4578;-109.7484;189.2073;-31.6089;0.1741;-0.4143;-0.5524;6;9.9719;2.1319;1.1628;5.3625;-0.4476;14.2778;-1.8047;-0.4226;-0.0488;1;0;
1569;0;-0.7952;1.3526;9.9714;-12.8396;13.6262;-6.6782;0.2212;1.0584;-0.3701;1;-3.0992;-0.9110;5.0146;-114.0844;207.3417;-27.9737;0.1921;-0.3903;-0.5404;6;9.7464;1.6773;1.2155;-0.2163;-1.0518;20.3699;-1.8051;-0.4233;-0.0843;1;0;
1570;0;-1.0321;1.7002;10.1963;-13.3840;15.1537;-7.9607;0.2761;1.0372;-0.3676;1;-1.2013;0.0656;5.5240;-131.5551;223.3707;-26.7375;0.1741;-0.4143;-0.5223;6;9.2994;1.9625;1.6080;-2.4727;-1.5084;24.6432;-1.8214;-0.4616;-0.0681;1;0;
1571;0;-0.9183;1.8212;9.8466;-10.1464;15.1581;-8.4933;0.2959;1.0181;-0.3504;1;-2.0966;0.4173;6.6795;-132.6852;230.8197;-28.7724;0.2041;-0.3662;-0.5103;6;8.5088;2.1343;1.8225;-3.1021;0.3103;25.1681;-1.8040;-0.3843;-0.0476;1;0;
1572;0;-1.2231;1.5910;9.6106;-8.1479;14.6285;-8.5299;0.2402;1.0582;-0.3523;1;-0.6527;0.7628;7.3530;-140.4049;239.0250;-31.9100;0.1981;-0.3662;-0.5043;6;8.1051;1.3952;1.4140;-3.8507;1.5751;21.8516;-1.7727;-0.3846;-0.1002;1;0;
1573;0;-0.8056;2.0596;9.4370;-5.3172;14.3850;-9.1858;0.2771;1.0377;-0.3508;1;-0.0590;1.5147;8.5389;-141.1619;241.3612;-35.6986;0.2221;-0.3542;-0.4863;6;7.8225;1.2818;1.4659;2.8547;3.6560;21.0531;-1.7895;-0.4421;-0.0846;1;0;
1574;0;-0.5045;1.8841;9.4445;-9.2964;14.1580;-8.3411;0.2264;0.9841;-0.3389;1;0.6940;1.9181;9.0237;-143.3955;242.8281;-41.5626;0.2041;-0.3662;-0.4683;6;7.5454;0.9981;1.8039;5.3095;5.4029;18.0747;-1.7876;-0.3459;-0.0638;1;0;
1575;0;-1.2234;1.7661;9.6084;-4.2321;13.8714;-8.0111;0.2591;1.0385;-0.3519;1;1.1761;2.2106;10.3226;-146.2909;242.5064;-46.2751;0.1861;-0.3662;-0.4503;6;7.8176;1.0541;1.1796;0.1357;5.4895;12.0235;-1.8059;-0.4620;-0.1033;1;0;
1576;0;-1.0364;1.7031;9.9627;-4.7205;14.9274;-6.1984;0.2769;1.0183;-0.3682;1;2.7416;2.9603;11.4101;-148.3384;236.8467;-47.7041;0.2041;-0.3482;-0.4503;6;7.7522;1.3382;0.7209;-3.7218;5.5403;8.4828;-1.8526;-0.4055;-0.1025;1;0;
1577;0;-1.2294;1.5371;9.2610;0.1555;14.5172;-5.9609;0.2758;1.0177;-0.3850;1;2.8109;3.7109;12.1175;-138.0919;230.5891;-47.2355;0.1741;-0.3602;-0.4503;6;7.1338;1.5667;1.0530;-2.7310;5.6305;6.4259;-1.8198;-0.3658;-0.0650;1;0;
1578;0;-0.7476;2.0610;9.3212;4.7352;12.5430;-5.0156;0.2421;1.0399;-0.3361;1;3.0447;4.2295;12.4171;-135.2465;223.4696;-41.6488;0.1681;-0.3482;-0.4563;6;7.6973;1.5090;0.8345;-2.7498;6.2184;5.7552;-1.8205;-0.3672;-0.1361;1;0;
1579;0;-1.1044;2.0002;9.5492;11.0001;10.5170;-2.3703;0.2611;1.0397;-0.3183;1;3.3943;4.6905;12.7773;-131.8607;215.4950;-32.2809;0.1261;-0.3602;-0.4683;6;7.9233;1.4518;0.7814;-3.6345;6.4732;9.2251;-1.7721;-0.3463;-0.0990;1;0;
1580;0;-1.0497;2.1788;9.2561;15.5369;9.2418;-0.7327;0.2996;0.9815;-0.3180;1;2.8970;4.2354;13.7026;-123.1384;207.0178;-19.7454;0.1201;-0.3422;-0.4803;6;8.6002;1.4508;0.5650;-4.4370;6.2905;11.3678;-1.8045;-0.4038;-0.0660;1;0;
1581;0;-1.0442;2.0001;9.5503;11.7727;8.9251;0.1380;0.2423;0.9821;-0.3714;1;3.2999;3.8324;13.7671;-115.1200;199.4205;-8.1630;0.1021;-0.3422;-0.5163;6;7.9239;0.9968;0.7810;-4.3313;5.8883;11.8223;-1.8204;-0.4041;-0.0663;1;0;
1582;0;-1.3375;1.8203;9.9560;13.9235;9.0001;1.8657;0.2972;1.0381;-0.3162;1;4.4310;3.4243;12.9672;-119.8030;196.4830;0.0558;0.0781;-0.3422;-0.5644;6;8.0924;0.7122;0.6695;-3.1820;5.6561;8.8978;-1.7722;-0.3651;-0.0819;1;0;
1583;0;-1.0419;1.8819;9.6685;18.3278;9.9289;2.1380;0.2944;1.0558;-0.3492;1;5.7657;3.1959;13.8702;-142.6558;197.0582;3.9356;0.0901;-0.3242;-0.5944;6;8.4360;0.7119;0.8474;-0.8239;4.1116;4.0829;-1.7876;-0.3459;-0.0638;1;0;
1584;0;-1.0973;1.4705;9.9062;14.9367;10.5554;4.6853;0.2769;1.0183;-0.3682;1;6.8680;4.1754;14.7156;-156.9090;197.6835;3.8005;0.0901;-0.3182;-0.6484;6;8.6033;0.5978;0.6788;0.5885;3.1392;-0.2998;-1.8047;-0.4041;-0.0837;1;0;
1585;0;-1.5104;1.6403;10.3638;23.8382;12.0448;5.8360;0.2436;1.0022;-0.3373;1;7.9818;4.9274;16.1458;-162.1129;195.6733;2.7982;0.1081;-0.2882;-0.6724;6;8.7799;0.5410;1.0252;2.5564;3.0983;-3.8313;-1.7715;-0.3452;-0.0457;1;0;
1586;0;-1.3397;1.8801;9.8384;32.2726;14.2869;8.3621;0.2217;1.0201;-0.3881;1;9.8280;5.8479;16.9467;-152.4398;190.0772;-1.2815;0.1501;-0.2462;-0.6965;6;8.6628;0.0860;0.7939;4.0010;1.8671;-7.1416;-1.8207;-0.3860;-0.1190;1;0;
1587;0;-0.6783;3.1625;9.8924;29.9386;17.3995;10.6117;0.2954;0.9791;-0.3851;1;9.7616;6.7089;16.5394;-134.0922;176.7915;-0.9107;0.1681;-0.2161;-0.7265;6;8.5525;0.0294;0.9634;3.8834;1.1777;-7.8811;-1.7886;-0.4035;-0.0656;1;0;
1588;0;-0.9231;2.9906;9.6567;26.0415;20.5173;8.1757;0.2230;0.9628;-0.4066;1;9.9801;7.1663;16.0187;-109.6886;156.0904;-3.4198;0.2101;-0.1801;-0.7325;6;9.5150;-0.6543;0.8089;2.0982;-0.9163;-8.3054;-1.7871;-0.3264;-0.0454;1;0;
1589;0;-0.5061;3.1097;9.4291;21.5068;22.6835;5.3579;0.3297;0.9958;-0.3992;1;9.3919;6.4157;15.1256;-100.7116;137.7390;-5.4220;0.2342;-0.1441;-0.7205;6;10.1818;-0.0871;0.0779;-0.8463;-3.2770;-7.0992;-1.7876;-0.3459;-0.0638;1;0;
1590;0;-0.7984;4.5035;9.9902;11.2539;25.6240;0.9681;0.2593;0.9807;-0.3872;1;9.4331;6.8146;14.3084;-91.3907;123.4069;-7.6960;0.2702;-0.1381;-0.7145;6;10.5911;0.2542;0.7722;-4.4390;-5.3774;-2.7987;-1.8353;-0.3469;-0.0648;1;0;
1591;0;-0.5543;3.5679;10.1229;-2.1554;30.4597;-4.0176;0.2423;0.9821;-0.3714;1;9.3647;6.8696;13.7217;-87.3838;113.0530;-8.4876;0.2762;-0.1021;-0.7145;6;11.0463;0.1968;0.8377;-9.3221;-8.3636;5.9888;-1.7731;-0.4038;-0.1009;1;0;
1592;0;-1.0785;3.9647;11.1011;-11.5830;36.4615;-8.1669;0.2970;0.9414;-0.3863;1;10.8406;5.8282;12.9256;-85.8675;106.1273;-6.9188;0.3002;-0.0961;-0.6904;6;10.9904;-0.4855;0.8362;-11.7036;-11.1906;18.5432;-1.7888;-0.4038;-0.0834;1;0;
1593;0;-0.8277;3.5492;11.6360;-16.1634;44.3147;-12.4907;0.2408;0.9425;-0.4229;1;12.5326;6.7396;11.6154;-93.6179;105.1235;-3.3335;0.3242;-0.0720;-0.6784;6;10.8703;-1.0544;0.4330;-12.9472;-11.5771;28.5630;-1.7724;-0.3655;-0.0996;1;0;
1594;0;-1.0624;3.0206;11.9304;-18.2498;53.9229;-14.4704;0.2784;0.9805;-0.3694;1;13.5114;7.8323;11.9905;-100.7473;110.1673;1.5949;0.3302;-0.0360;-0.6784;6;11.4431;-0.3155;0.7874;-11.9190;-10.0835;32.6612;-1.7881;-0.3655;-0.0822;1;0;
1595;0;-0.9254;2.4842;12.8151;-17.9831;65.1689;-15.5522;0.2457;0.9260;-0.3564;1;17.0811;7.9454;12.9965;-85.8728;112.9408;7.3912;0.3542;-0.0420;-0.6484;6;11.3905;-0.2584;1.0153;-9.0380;-7.2507;30.3548;-1.7873;-0.3452;-0.0282;1;0;
1596;0;-1.1660;2.3678;12.8123;-14.3220;77.4518;-15.6392;0.2808;0.9239;-0.3711;1;41.1626;48.5287;18.2105;-241.9000;29.5591;117.9819;0.3542;-0.0540;-0.6304;6;11.6256;-0.9408;1.4196;-7.7133;-4.1097;27.7902;-1.8025;-0.3072;-0.0273;1;0;
1597;0;-0.8207;3.0779;11.9923;-10.0434;88.8926;-17.3514;0.2931;0.9585;-0.4360;1;25.2977;9.7377;5.4329;279.8214;-18.3279;14.9081;0.3542;-0.0360;-0.6544;6;11.2369;-1.1106;1.8700;-6.3501;-0.7268;27.4692;-1.8034;-0.3275;-0.0813;1;0;
1598;0;-1.2950;3.2485;12.3904;-16.6050;100.2841;-18.8671;0.3158;0.9217;-0.3858;1;32.0311;20.1167;14.2173;120.5260;-87.7718;61.4655;0.3602;-0.0300;-0.6604;6;11.3519;-1.5088;1.9290;-1.7461;2.9187;23.6736;-1.7719;-0.3459;-0.0812;1;0;
1599;0;-1.3440;2.7744;12.9792;-17.6047;111.7436;-23.1883;0.3135;0.9010;-0.4367;1;26.0112;23.8555;-0.9894;176.1693;-180.8329;113.2439;0.3542;-0.0540;-0.6604;6;11.7510;-1.2817;2.0510;-2.6239;9.2249;12.6275;-1.7862;-0.2877;-0.0264;1;0;
1600;0;-1.2740;3.3506;13.5569;-22.2772;125.2418;-27.5114;0.3174;0.8839;-0.3870;1;9.5355;1.6063;7.0841;75.8148;-183.9684;90.0882;0.3542;-0.0540;-0.6724;6;11.7604;-0.4282;2.6240;0.6882;15.4739;-9.3305;-1.7866;-0.2884;-0.0619;1;0;
1601;0;-1.1833;3.4460;15.2501;-24.3324;141.9710;-31.7972;0.2648;0.9258;-0.3386;1;-2.6289;-5.4272;11.3275;124.9504;-124.8641;19.9541;0.3362;-0.0540;-0.6844;6;13.4951;0.1373;1.3404;8.6617;20.6674;-27.7199;-1.7712;-0.3076;-0.0800;1;0;
1602;0;-1.6514;2.1546;15.9001;-14.3860;162.6779;-31.9340;0.2798;0.8460;-0.4406;1;6.5392;6.5113;9.6253;62.7133;-97.1784;2.8531;0.3242;-0.0600;-0.6544;6;13.6980;0.2498;0.0283;15.3973;20.3335;-38.4652;-1.7868;-0.2888;-0.0797;1;0;
1603;0;-1.6516;0.7553;15.8009;-7.2150;184.3851;-30.2919;0.3493;0.8800;-0.4520;1;1.8955;4.8940;6.1909;4.4255;-84.9524;-30.9543;0.3242;-0.0781;-0.6784;6;13.7901;0.7037;-1.1139;4.8723;20.0149;-50.2311;-1.8194;-0.3466;-0.0644;1;0;
1604;0;-1.5055;1.2621;17.2564;-4.2662;207.8132;-27.5446;0.2976;0.8257;-0.4569;1;-1.4794;1.6350;9.1563;19.5073;-103.1284;-33.1776;0.3182;-0.0660;-0.6604;6;12.6040;1.1035;-0.7921;-7.0554;18.2650;-66.2085;-1.7866;-0.3069;-0.0270;1;0;
1605;0;-1.1307;0.5525;17.9724;7.5027;233.3055;-23.4792;0.3713;0.7848;-0.4540;1;-0.7869;0.6129;12.3857;31.6987;-106.8587;-22.2579;0.3182;-0.0600;-0.6664;6;10.4314;0.1980;1.3414;6.5237;17.3878;-51.7153;-1.7563;-0.3833;-0.0466;1;0;
1606;0;-1.2348;0.2498;18.8499;12.5618;260.3460;-19.6035;0.4066;0.7247;-0.5040;1;1.2542;3.5962;11.5601;64.7663;-108.7647;-11.1330;0.3002;-0.0781;-0.6664;6;8.9660;0.3708;1.8867;27.6828;10.1571;-22.9029;-1.7732;-0.4226;-0.0837;1;0;
1607;0;-0.6235;1.0588;19.4342;16.1888;286.4828;-15.3910;0.3880;0.7639;-0.4871;1;2.1603;-3.2105;7.3305;63.5851;-64.4701;-41.8391;0.3062;-0.0660;-0.6664;6;9.3575;0.8251;1.6082;13.6620;8.4396;-26.2156;-1.8051;-0.4233;-0.0843;1;0;
1608;0;-1.1504;0.3496;20.1927;22.2110;311.3919;-4.7768;0.3917;0.7273;-0.4547;1;-1.7452;-1.5241;9.9567;-20.1888;-16.6302;-26.3926;0.2762;-0.0901;-0.6664;6;8.6553;1.9625;0.5092;-5.1676;10.6957;-60.5165;-1.7731;-0.4223;-0.0659;1;0;
1609;0;-2.7163;3.4427;20.3015;38.3953;323.5905;5.2492;0.5007;0.7037;-0.4491;1;0.1492;1.5805;10.4757;18.3743;-5.7448;-6.0965;0.2762;-0.0720;-0.6664;6;9.3889;2.8145;0.3517;13.3251;13.1370;-80.1993;-1.7416;-0.4408;-0.0659;1;0;
1610;0;-8.8121;6.7612;26.1067;21.4056;321.1502;-5.6312;0.5013;0.5880;-0.5197;1;2.0234;-0.4403;9.4485;2.4893;-12.2865;-0.4946;0.2882;-0.0660;-0.6484;6;9.7166;3.0979;-0.3286;30.8671;15.2775;-89.4676;-1.7744;-0.4805;-0.1033;1;0;
1611;0;-7.6331;7.8263;24.8298;102.1377;324.3350;-11.3117;0.6296;0.5837;-0.4789;1;1.3765;0.9512;11.7261;34.2099;-7.3558;-0.7101;0.2762;-0.0600;-0.6784;6;9.4342;3.6670;-0.2189;26.6591;20.9812;-100.9157;-1.7109;-0.5164;-0.0499;1;0;
1612;0;-4.2234;2.9967;23.4326;115.7661;308.9982;-30.3914;0.6667;0.5054;-0.5128;1;0.8513;2.7199;8.3277;31.2853;-3.7101;2.1124;0.2882;-0.0720;-0.6724;6;8.7558;4.0660;-0.0594;14.9598;22.2450;-93.4545;-1.7752;-0.5377;-0.0874;1;0;
1613;0;-1.0354;-1.9208;19.7562;139.7765;322.9169;-19.0423;0.7049;0.4277;-0.5298;1;1.1033;2.2646;9.5016;13.7385;-3.2571;3.6263;0.2942;-0.0841;-0.6664;6;8.6948;5.8289;-0.1736;-1.4375;13.4651;-58.3623;-1.7436;-0.5373;-0.1045;1;0;
1614;0;2.6253;-6.0251;2.3606;169.0635;285.0251;5.4777;0.7993;0.3488;-0.5103;1;-0.2718;2.9573;9.5369;17.8210;1.0268;0.9648;0.3062;-0.0841;-0.6724;6;9.8216;5.7703;-0.6106;-12.9002;5.4952;-16.0408;-1.7434;-0.5370;-0.0867;1;0;
1615;0;25.9633;-24.6883;-19.1181;161.4842;173.6683;34.9244;0.8933;0.3277;-0.4554;1;0.9813;2.0904;9.0886;9.1598;-0.7902;4.5911;0.2762;-0.1021;-0.6784;6;10.2736;4.0067;-0.8326;-10.7268;1.8790;21.9061;-1.7595;-0.5562;-0.0699;1;0;
1616;0;6.9061;7.9663;17.0283;-32.3497;53.7092;62.8334;0.9119;0.2886;-0.4723;1;2.6260;2.2563;8.2426;2.8369;0.4370;3.8834;0.2822;-0.0901;-0.6844;6;11.1388;2.8688;-0.1311;-7.8291;2.0039;36.5989;-1.7125;-0.5750;-0.1051;1;0;
1617;0;0.4494;-3.0670;8.6477;3.4339;-8.8635;85.8763;0.9687;0.1717;-0.5063;1;0.9565;1.7529;10.7847;7.3401;1.4625;2.8060;0.2762;-0.0841;-0.6604;6;11.1023;2.4716;0.9550;-16.6451;0.7015;36.1763;-1.7600;-0.5572;-0.1232;1;0;
1618;0;6.7208;-4.1332;9.3550;31.2672;-28.3554;107.7392;1.0024;0.1495;-0.5551;1;1.2222;1.6900;9.6770;18.0175;1.7741;4.5546;0.2822;-0.0841;-0.6724;6;10.4208;2.0174;0.8849;-25.8645;-4.4670;20.8949;-1.7433;-0.5182;-0.1039;1;0;
1619;0;7.0678;-4.7237;5.2241;49.9259;-36.8257;124.0207;0.9682;0.0554;-0.5937;1;0.9916;1.8627;9.6148;11.9276;2.0410;3.4210;0.2762;-0.0781;-0.6965;6;9.4059;2.5877;1.2672;-29.3133;-8.1040;0.6586;-1.7429;-0.4990;-0.1033;1;0;
1620;0;6.2863;-3.0324;5.3643;38.9296;-52.5620;133.8741;0.9740;-0.0572;-0.5804;1;1.3963;1.6327;9.7972;12.1046;2.6997;4.2150;0.2822;-0.0841;-0.6965;6;8.8905;2.9293;1.0292;-24.6895;-12.0031;-11.8946;-1.7756;-0.5568;-0.0880;1;0;
1621;0;7.2344;-3.0234;4.5637;29.4809;-78.7779;139.9442;0.9732;-0.0384;-0.5798;1;1.1029;1.8617;9.4412;15.7969;2.9818;3.8844;0.2882;-0.0781;-0.6664;6;8.7793;3.5552;1.1993;-20.0277;-11.7054;-11.4479;-1.7270;-0.4987;-0.1029;1;0;
1622;0;8.6817;-1.9777;4.8095;20.7956;-112.7845;139.8388;1.0098;-0.0783;-0.5957;1;0.8743;1.5170;9.4353;14.9671;2.8497;3.8900;0.2702;-0.0901;-0.6904;6;8.4911;3.7828;0.9653;-17.4192;-10.9114;-5.2508;-1.7593;-0.5558;-0.0521;1;0;
1623;0;8.0182;-1.7426;4.7365;18.2831;-144.2820;138.2956;0.9170;-0.1145;-0.6692;1;0.7120;1.6922;9.9600;16.0741;2.9526;3.7600;0.2762;-0.0781;-0.6784;6;8.9435;3.4410;0.8589;-17.2701;-11.3163;-0.3420;-1.7279;-0.5558;-0.0870;1;0;
1624;0;7.3498;-1.6790;4.3737;12.3938;-168.5575;133.3225;0.8810;-0.1902;-0.7239;1;1.1732;1.9798;10.1458;18.6628;3.1362;4.0203;0.2822;-0.0961;-0.6784;6;8.7140;3.7255;0.7405;-17.1713;-10.3264;2.7972;-1.7272;-0.5360;-0.0509;1;0;
1625;0;6.6829;-1.2083;4.1226;-0.5219;-186.2287;125.4131;0.8450;-0.2659;-0.7786;1;1.0514;1.6906;9.7322;22.6654;3.5192;4.2096;0.2942;-0.1021;-0.6724;6;8.7745;3.2706;0.9129;-15.7500;-7.8256;2.4367;-1.7432;-0.5366;-0.0690;1;0;
1626;0;6.2730;-1.8570;4.7073;-14.8386;-197.7313;115.6253;0.8078;-0.2649;-0.7975;1;1.3328;2.0916;9.5052;25.5184;4.3557;4.5566;0.3002;-0.0781;-0.6724;6;9.1697;3.2132;0.8057;-13.8206;-2.9855;0.2360;-1.6952;-0.5165;-0.0674;1;0;
1627;0;4.8364;-1.3941;5.1432;-30.9421;-203.7348;109.3620;0.7509;-0.2449;-0.8335;1;1.0467;1.8621;9.4987;23.8298;4.1570;4.9979;0.2942;-0.0961;-0.6724;6;8.5397;2.8156;0.4505;-6.6445;-3.8814;-3.1202;-1.7745;-0.5178;-0.0512;1;0;
1628;0;5.2603;-0.9883;5.3207;-46.9983;-205.7558;101.3699;0.6424;-0.3369;-0.9098;1;1.7313;2.2630;9.3966;25.7346;4.5808;5.2301;0.2822;-0.0841;-0.6784;6;8.8217;3.3839;0.3989;-4.8436;-1.2318;-3.2450;-1.7434;-0.5370;-0.0867;1;0;
1629;0;4.4853;-0.9924;5.7157;-66.3111;-205.0597;93.7236;0.6030;-0.2793;-0.9269;1;1.0469;1.7471;9.4982;27.8356;4.4487;5.3415;0.2942;-0.0901;-0.6784;6;8.7638;2.6446;0.2828;-1.7840;-0.2049;-0.5628;-1.7434;-0.5555;-0.0518;1;0;
1630;0;3.9041;-0.6561;6.8687;-87.4236;-203.1600;86.3413;0.4744;-0.2944;-0.9850;1;0.5293;2.2078;9.4318;28.3763;4.0625;6.4161;0.2942;-0.0841;-0.6784;6;8.5995;2.8725;0.6233;0.1282;-0.0934;0.1491;-1.7273;-0.5363;-0.0686;1;0;
1631;0;3.0814;0.2642;8.0101;-105.2787;-202.4516;79.2306;0.3639;-0.3103;-1.0421;1;0.8739;1.7471;9.4363;26.4958;4.2026;6.9180;0.2942;-0.1201;-0.6844;6;8.4929;2.3042;0.9642;3.2408;-0.6967;-2.3764;-1.6791;-0.5158;-0.0493;1;0;
1632;0;2.1310;1.1314;8.7414;-116.9143;-202.8110;71.9264;0.2394;-0.2457;-0.9805;1;1.2692;2.5505;9.2133;22.0566;2.3870;6.1252;0.2882;-0.1021;-0.6784;6;8.4308;2.4178;0.6770;5.8739;-0.7444;-5.4362;-1.7276;-0.5739;-0.0343;1;0;
